grid_id,center_lat,center_lng,area_density
204,37.529539,126.956869,13.74
205,37.529539,126.957437,13.74
206,37.529539,126.958005,13.74
207,37.529539,126.958573,13.74
208,37.529539,126.959142,13.74
209,37.529539,126.95971,13.74
210,37.529539,126.960278,13.74
211,37.529539,126.960846,13.74
212,37.529539,126.961415,13.74
213,37.529539,126.961983,13.74
214,37.529539,126.962551,473.55
215,37.529539,126.963119,473.55
216,37.529539,126.963688,473.55
217,37.529539,126.964256,473.55
218,37.529539,126.964824,473.55
219,37.529539,126.965392,473.55
220,37.529539,126.965961,473.55
221,37.529539,126.966529,473.55
222,37.529539,126.967097,473.55
223,37.529539,126.967665,473.55
224,37.529539,126.968234,167.58
225,37.529989,126.955732,51.64
226,37.529989,126.9563,51.64
227,37.529989,126.956869,13.74
228,37.529989,126.957437,13.74
229,37.529989,126.958005,13.74
230,37.529989,126.958573,13.74
231,37.529989,126.959142,13.74
232,37.529989,126.95971,13.74
233,37.529989,126.960278,13.74
234,37.529989,126.960846,13.74
235,37.529989,126.961415,13.74
236,37.529989,126.961983,13.74
237,37.529989,126.962551,473.55
238,37.529989,126.963119,473.55
239,37.529989,126.963688,473.55
240,37.529989,126.964256,473.55
241,37.529989,126.964824,473.55
242,37.529989,126.965392,473.55
243,37.529989,126.965961,473.55
244,37.529989,126.966529,473.55
245,37.529989,126.967097,473.55
246,37.529989,126.967665,473.55
247,37.529989,126.968234,167.58
248,37.53044,126.955164,113.58
249,37.53044,126.955732,113.58
250,37.53044,126.9563,113.58
251,37.53044,126.956869,178.05
252,37.53044,126.957437,178.05
253,37.53044,126.958005,178.05
254,37.53044,126.958573,178.05
255,37.53044,126.959142,178.05
256,37.53044,126.95971,178.05
257,37.53044,126.960278,178.05
258,37.53044,126.960846,178.05
259,37.53044,126.961415,178.05
260,37.53044,126.961983,178.05
261,37.53044,126.962551,103.26
262,37.53044,126.963119,103.26
263,37.53044,126.963688,103.26
264,37.53044,126.964256,103.26
265,37.53044,126.964824,103.26
266,37.53044,126.965392,103.26
267,37.53044,126.965961,103.26
268,37.53044,126.966529,103.26
269,37.53044,126.967097,103.26
270,37.53044,126.967665,103.26
271,37.53044,126.968234,144.93
272,37.53089,126.954596,113.58
273,37.53089,126.955164,113.58
274,37.53089,126.955732,113.58
275,37.53089,126.9563,113.58
276,37.53089,126.956869,178.05
277,37.53089,126.957437,178.05
278,37.53089,126.958005,178.05
279,37.53089,126.958573,178.05
280,37.53089,126.959142,178.05
281,37.53089,126.95971,178.05
282,37.53089,126.960278,178.05
283,37.53089,126.960846,178.05
284,37.53089,126.961415,178.05
285,37.53089,126.961983,178.05
286,37.53089,126.962551,103.26
287,37.53089,126.963119,103.26
288,37.53089,126.963688,103.26
289,37.53089,126.964256,103.26
290,37.53089,126.964824,103.26
291,37.53089,126.965392,103.26
292,37.53089,126.965961,103.26
293,37.53089,126.966529,103.26
294,37.53089,126.967097,103.26
295,37.53089,126.967665,103.26
296,37.53089,126.968234,144.93
297,37.53134,126.954028,113.58
298,37.53134,126.954596,113.58
299,37.53134,126.955164,113.58
300,37.53134,126.955732,113.58
301,37.53134,126.9563,113.58
302,37.53134,126.956869,178.05
303,37.53134,126.957437,178.05
304,37.53134,126.958005,178.05
305,37.53134,126.958573,178.05
306,37.53134,126.959142,178.05
307,37.53134,126.95971,178.05
308,37.53134,126.960278,178.05
309,37.53134,126.960846,178.05
310,37.53134,126.961415,178.05
311,37.53134,126.961983,178.05
312,37.53134,126.962551,103.26
313,37.53134,126.963119,103.26
314,37.53134,126.963688,103.26
315,37.53134,126.964256,103.26
316,37.53134,126.964824,103.26
317,37.53134,126.965392,103.26
318,37.53134,126.965961,103.26
319,37.53134,126.966529,103.26
320,37.53134,126.967097,103.26
321,37.53134,126.967665,103.26
322,37.53134,126.968234,144.93
323,37.531791,126.953459,113.58
324,37.531791,126.954028,113.58
325,37.531791,126.954596,113.58
326,37.531791,126.955164,113.58
327,37.531791,126.955732,113.58
328,37.531791,126.9563,113.58
329,37.531791,126.956869,178.05
330,37.531791,126.957437,178.05
331,37.531791,126.958005,178.05
332,37.531791,126.958573,178.05
333,37.531791,126.959142,178.05
334,37.531791,126.95971,178.05
335,37.531791,126.960278,178.05
336,37.531791,126.960846,178.05
337,37.531791,126.961415,178.05
338,37.531791,126.961983,178.05
339,37.531791,126.962551,103.26
340,37.531791,126.963119,103.26
341,37.531791,126.963688,103.26
342,37.531791,126.964256,103.26
343,37.531791,126.964824,103.26
344,37.531791,126.965392,103.26
345,37.531791,126.965961,103.26
346,37.531791,126.966529,103.26
347,37.531791,126.967097,103.26
348,37.531791,126.967665,103.26
349,37.531791,126.968234,144.93
350,37.532241,126.952891,113.58
351,37.532241,126.953459,113.58
352,37.532241,126.954028,113.58
353,37.532241,126.954596,113.58
354,37.532241,126.955164,113.58
355,37.532241,126.955732,113.58
356,37.532241,126.9563,113.58
357,37.532241,126.956869,178.05
358,37.532241,126.957437,178.05
359,37.532241,126.958005,178.05
360,37.532241,126.958573,178.05
361,37.532241,126.959142,178.05
362,37.532241,126.95971,178.05
363,37.532241,126.960278,178.05
364,37.532241,126.960846,178.05
365,37.532241,126.961415,178.05
366,37.532241,126.961983,178.05
367,37.532241,126.962551,103.26
368,37.532241,126.963119,103.26
369,37.532241,126.963688,103.26
370,37.532241,126.964256,103.26
371,37.532241,126.964824,103.26
372,37.532241,126.965392,103.26
373,37.532241,126.965961,103.26
374,37.532241,126.966529,103.26
375,37.532241,126.967097,103.26
376,37.532241,126.967665,103.26
377,37.532241,126.968234,144.93
378,37.532692,126.952323,113.58
379,37.532692,126.952891,113.58
380,37.532692,126.953459,113.58
381,37.532692,126.954028,113.58
382,37.532692,126.954596,113.58
383,37.532692,126.955164,113.58
384,37.532692,126.955732,113.58
385,37.532692,126.9563,113.58
386,37.532692,126.956869,178.05
387,37.532692,126.957437,178.05
388,37.532692,126.958005,178.05
389,37.532692,126.958573,178.05
390,37.532692,126.959142,178.05
391,37.532692,126.95971,178.05
392,37.532692,126.960278,178.05
393,37.532692,126.960846,178.05
394,37.532692,126.961415,178.05
395,37.532692,126.961983,178.05
396,37.532692,126.962551,103.26
397,37.532692,126.963119,103.26
398,37.532692,126.963688,103.26
399,37.532692,126.964256,103.26
400,37.532692,126.964824,103.26
401,37.532692,126.965392,103.26
402,37.532692,126.965961,103.26
403,37.532692,126.966529,103.26
404,37.532692,126.967097,103.26
405,37.532692,126.967665,103.26
406,37.532692,126.968234,144.93
407,37.533142,126.951755,113.58
408,37.533142,126.952323,113.58
409,37.533142,126.952891,113.58
410,37.533142,126.953459,113.58
411,37.533142,126.954028,113.58
412,37.533142,126.954596,113.58
413,37.533142,126.955164,113.58
414,37.533142,126.955732,113.58
415,37.533142,126.9563,113.58
416,37.533142,126.956869,178.05
417,37.533142,126.957437,178.05
418,37.533142,126.958005,178.05
419,37.533142,126.958573,178.05
420,37.533142,126.959142,178.05
421,37.533142,126.95971,178.05
422,37.533142,126.960278,178.05
423,37.533142,126.960846,178.05
424,37.533142,126.961415,178.05
425,37.533142,126.961983,178.05
426,37.533142,126.962551,103.26
427,37.533142,126.963119,103.26
428,37.533142,126.963688,103.26
429,37.533142,126.964256,103.26
430,37.533142,126.964824,103.26
431,37.533142,126.965392,103.26
432,37.533142,126.965961,103.26
433,37.533142,126.966529,103.26
434,37.533142,126.967097,103.26
435,37.533142,126.967665,103.26
436,37.533142,126.968234,144.93
437,37.533593,126.950618,52.24
438,37.533593,126.951186,113.58
439,37.533593,126.951755,113.58
440,37.533593,126.952323,113.58
441,37.533593,126.952891,113.58
442,37.533593,126.953459,113.58
443,37.533593,126.954028,113.58
444,37.533593,126.954596,113.58
445,37.533593,126.955164,113.58
446,37.533593,126.955732,113.58
447,37.533593,126.9563,113.58
448,37.533593,126.956869,178.05
449,37.533593,126.957437,178.05
450,37.533593,126.958005,178.05
451,37.533593,126.958573,178.05
452,37.533593,126.959142,178.05
453,37.533593,126.95971,178.05
454,37.533593,126.960278,178.05
455,37.533593,126.960846,178.05
456,37.533593,126.961415,178.05
457,37.533593,126.961983,178.05
458,37.533593,126.962551,103.26
459,37.533593,126.963119,103.26
460,37.533593,126.963688,103.26
461,37.533593,126.964256,103.26
462,37.533593,126.964824,103.26
463,37.533593,126.965392,103.26
464,37.533593,126.965961,103.26
465,37.533593,126.966529,103.26
466,37.533593,126.967097,103.26
467,37.533593,126.967665,103.26
468,37.533593,126.968234,144.93
469,37.534043,126.95005,52.24
470,37.534043,126.950618,52.24
471,37.534043,126.951186,113.58
472,37.534043,126.951755,113.58
473,37.534043,126.952323,113.58
474,37.534043,126.952891,113.58
475,37.534043,126.953459,113.58
476,37.534043,126.954028,113.58
477,37.534043,126.954596,113.58
478,37.534043,126.955164,113.58
479,37.534043,126.955732,113.58
480,37.534043,126.9563,113.58
481,37.534043,126.956869,178.05
482,37.534043,126.957437,178.05
483,37.534043,126.958005,178.05
484,37.534043,126.958573,178.05
485,37.534043,126.959142,178.05
486,37.534043,126.95971,178.05
487,37.534043,126.960278,178.05
488,37.534043,126.960846,178.05
489,37.534043,126.961415,178.05
490,37.534043,126.961983,178.05
491,37.534043,126.962551,103.26
492,37.534043,126.963119,103.26
493,37.534043,126.963688,103.26
494,37.534043,126.964256,103.26
495,37.534043,126.964824,103.26
496,37.534043,126.965392,103.26
497,37.534043,126.965961,103.26
498,37.534043,126.966529,103.26
499,37.534043,126.967097,103.26
500,37.534043,126.967665,103.26
501,37.534043,126.968234,144.93
502,37.534494,126.949482,52.24
503,37.534494,126.95005,52.24
504,37.534494,126.950618,52.24
505,37.534494,126.951186,113.58
506,37.534494,126.951755,113.58
507,37.534494,126.952323,113.58
508,37.534494,126.952891,113.58
509,37.534494,126.953459,113.58
510,37.534494,126.954028,113.58
511,37.534494,126.954596,113.58
512,37.534494,126.955164,113.58
513,37.534494,126.955732,113.58
514,37.534494,126.9563,113.58
515,37.534494,126.956869,178.05
516,37.534494,126.957437,178.05
517,37.534494,126.958005,178.05
518,37.534494,126.958573,178.05
519,37.534494,126.959142,178.05
520,37.534494,126.95971,178.05
521,37.534494,126.960278,178.05
522,37.534494,126.960846,178.05
523,37.534494,126.961415,178.05
524,37.534494,126.961983,178.05
525,37.534494,126.962551,103.26
526,37.534494,126.963119,103.26
527,37.534494,126.963688,103.26
528,37.534494,126.964256,103.26
529,37.534494,126.964824,103.26
530,37.534494,126.965392,103.26
531,37.534494,126.965961,103.26
532,37.534494,126.966529,103.26
533,37.534494,126.967097,103.26
534,37.534494,126.967665,103.26
535,37.534494,126.968234,144.93
536,37.534944,126.948913,212.79
537,37.534944,126.949482,212.79
538,37.534944,126.95005,212.79
539,37.534944,126.950618,212.79
540,37.534944,126.951186,182.12
541,37.534944,126.951755,182.12
542,37.534944,126.952323,182.12
543,37.534944,126.952891,182.12
544,37.534944,126.953459,182.12
545,37.534944,126.954028,182.12
546,37.534944,126.954596,182.12
547,37.534944,126.955164,182.12
548,37.534944,126.955732,182.12
549,37.534944,126.9563,182.12
550,37.534944,126.956869,136.87
551,37.534944,126.957437,136.87
552,37.534944,126.958005,136.87
553,37.534944,126.958573,136.87
554,37.534944,126.959142,136.87
555,37.534944,126.95971,136.87
556,37.534944,126.960278,136.87
557,37.534944,126.960846,136.87
558,37.534944,126.961415,136.87
559,37.534944,126.961983,136.87
560,37.534944,126.962551,182.46
561,37.534944,126.963119,182.46
562,37.534944,126.963688,182.46
563,37.534944,126.964256,182.46
564,37.534944,126.964824,182.46
565,37.534944,126.965392,182.46
566,37.534944,126.965961,182.46
567,37.534944,126.966529,182.46
568,37.534944,126.967097,182.46
569,37.534944,126.967665,182.46
570,37.534944,126.968234,279.67
571,37.535394,126.948345,212.79
572,37.535394,126.948913,212.79
573,37.535394,126.949482,212.79
574,37.535394,126.95005,212.79
575,37.535394,126.950618,212.79
576,37.535394,126.951186,182.12
577,37.535394,126.951755,182.12
578,37.535394,126.952323,182.12
579,37.535394,126.952891,182.12
580,37.535394,126.953459,182.12
581,37.535394,126.954028,182.12
582,37.535394,126.954596,182.12
583,37.535394,126.955164,182.12
584,37.535394,126.955732,182.12
585,37.535394,126.9563,182.12
586,37.535394,126.956869,136.87
587,37.535394,126.957437,136.87
588,37.535394,126.958005,136.87
589,37.535394,126.958573,136.87
590,37.535394,126.959142,136.87
591,37.535394,126.95971,136.87
592,37.535394,126.960278,136.87
593,37.535394,126.960846,136.87
594,37.535394,126.961415,136.87
595,37.535394,126.961983,136.87
596,37.535394,126.962551,182.46
597,37.535394,126.963119,182.46
598,37.535394,126.963688,182.46
599,37.535394,126.964256,182.46
600,37.535394,126.964824,182.46
601,37.535394,126.965392,182.46
602,37.535394,126.965961,182.46
603,37.535394,126.966529,182.46
604,37.535394,126.967097,182.46
605,37.535394,126.967665,182.46
606,37.535394,126.968234,279.67
607,37.535845,126.947777,212.79
608,37.535845,126.948345,212.79
609,37.535845,126.948913,212.79
610,37.535845,126.949482,212.79
611,37.535845,126.95005,212.79
612,37.535845,126.950618,212.79
613,37.535845,126.951186,182.12
614,37.535845,126.951755,182.12
615,37.535845,126.952323,182.12
616,37.535845,126.952891,182.12
617,37.535845,126.953459,182.12
618,37.535845,126.954028,182.12
619,37.535845,126.954596,182.12
620,37.535845,126.955164,182.12
621,37.535845,126.955732,182.12
622,37.535845,126.9563,182.12
623,37.535845,126.956869,136.87
624,37.535845,126.957437,136.87
625,37.535845,126.958005,136.87
626,37.535845,126.958573,136.87
627,37.535845,126.959142,136.87
628,37.535845,126.95971,136.87
629,37.535845,126.960278,136.87
630,37.535845,126.960846,136.87
631,37.535845,126.961415,136.87
632,37.535845,126.961983,136.87
633,37.535845,126.962551,182.46
634,37.535845,126.963119,182.46
635,37.535845,126.963688,182.46
636,37.535845,126.964256,182.46
637,37.535845,126.964824,182.46
638,37.535845,126.965392,182.46
639,37.535845,126.965961,182.46
640,37.535845,126.966529,182.46
641,37.535845,126.967097,182.46
642,37.535845,126.967665,182.46
643,37.535845,126.968234,279.67
644,37.536295,126.947209,212.79
645,37.536295,126.947777,212.79
646,37.536295,126.948345,212.79
647,37.536295,126.948913,212.79
648,37.536295,126.949482,212.79
649,37.536295,126.95005,212.79
650,37.536295,126.950618,212.79
651,37.536295,126.951186,182.12
652,37.536295,126.951755,182.12
653,37.536295,126.952323,182.12
654,37.536295,126.952891,182.12
655,37.536295,126.953459,182.12
656,37.536295,126.954028,182.12
657,37.536295,126.954596,182.12
658,37.536295,126.955164,182.12
659,37.536295,126.955732,182.12
660,37.536295,126.9563,182.12
661,37.536295,126.956869,136.87
662,37.536295,126.957437,136.87
663,37.536295,126.958005,136.87
664,37.536295,126.958573,136.87
665,37.536295,126.959142,136.87
666,37.536295,126.95971,136.87
667,37.536295,126.960278,136.87
668,37.536295,126.960846,136.87
669,37.536295,126.961415,136.87
670,37.536295,126.961983,136.87
671,37.536295,126.962551,182.46
672,37.536295,126.963119,182.46
673,37.536295,126.963688,182.46
674,37.536295,126.964256,182.46
675,37.536295,126.964824,182.46
676,37.536295,126.965392,182.46
677,37.536295,126.965961,182.46
678,37.536295,126.966529,182.46
679,37.536295,126.967097,182.46
680,37.536295,126.967665,182.46
681,37.536295,126.968234,279.67
682,37.536295,126.968802,279.67
683,37.536746,126.94664,212.79
684,37.536746,126.947209,212.79
685,37.536746,126.947777,212.79
686,37.536746,126.948345,212.79
687,37.536746,126.948913,212.79
688,37.536746,126.949482,212.79
689,37.536746,126.95005,212.79
690,37.536746,126.950618,212.79
691,37.536746,126.951186,182.12
692,37.536746,126.951755,182.12
693,37.536746,126.952323,182.12
694,37.536746,126.952891,182.12
695,37.536746,126.953459,182.12
696,37.536746,126.954028,182.12
697,37.536746,126.954596,182.12
698,37.536746,126.955164,182.12
699,37.536746,126.955732,182.12
700,37.536746,126.9563,182.12
701,37.536746,126.956869,136.87
702,37.536746,126.957437,136.87
703,37.536746,126.958005,136.87
704,37.536746,126.958573,136.87
705,37.536746,126.959142,136.87
706,37.536746,126.95971,136.87
707,37.536746,126.960278,136.87
708,37.536746,126.960846,136.87
709,37.536746,126.961415,136.87
710,37.536746,126.961983,136.87
711,37.536746,126.962551,182.46
712,37.536746,126.963119,182.46
713,37.536746,126.963688,182.46
714,37.536746,126.964256,182.46
715,37.536746,126.964824,182.46
716,37.536746,126.965392,182.46
717,37.536746,126.965961,182.46
718,37.536746,126.966529,182.46
719,37.536746,126.967097,182.46
720,37.536746,126.967665,182.46
721,37.536746,126.968234,279.67
722,37.536746,126.968802,279.67
723,37.537196,126.946072,212.79
724,37.537196,126.94664,212.79
725,37.537196,126.947209,212.79
726,37.537196,126.947777,212.79
727,37.537196,126.948345,212.79
728,37.537196,126.948913,212.79
729,37.537196,126.949482,212.79
730,37.537196,126.95005,212.79
731,37.537196,126.950618,212.79
732,37.537196,126.951186,182.12
733,37.537196,126.951755,182.12
734,37.537196,126.952323,182.12
735,37.537196,126.952891,182.12
736,37.537196,126.953459,182.12
737,37.537196,126.954028,182.12
738,37.537196,126.954596,182.12
739,37.537196,126.955164,182.12
740,37.537196,126.955732,182.12
741,37.537196,126.9563,182.12
742,37.537196,126.956869,136.87
743,37.537196,126.957437,136.87
744,37.537196,126.958005,136.87
745,37.537196,126.958573,136.87
746,37.537196,126.959142,136.87
747,37.537196,126.95971,136.87
748,37.537196,126.960278,136.87
749,37.537196,126.960846,136.87
750,37.537196,126.961415,136.87
751,37.537196,126.961983,136.87
752,37.537196,126.962551,182.46
753,37.537196,126.963119,182.46
754,37.537196,126.963688,182.46
755,37.537196,126.964256,182.46
756,37.537196,126.964824,182.46
757,37.537196,126.965392,182.46
758,37.537196,126.965961,182.46
759,37.537196,126.966529,182.46
760,37.537196,126.967097,182.46
761,37.537196,126.967665,182.46
762,37.537196,126.968234,279.67
763,37.537196,126.968802,279.67
764,37.537647,126.945504,212.79
765,37.537647,126.946072,212.79
766,37.537647,126.94664,212.79
767,37.537647,126.947209,212.79
768,37.537647,126.947777,212.79
769,37.537647,126.948345,212.79
770,37.537647,126.948913,212.79
771,37.537647,126.949482,212.79
772,37.537647,126.95005,212.79
773,37.537647,126.950618,212.79
774,37.537647,126.951186,182.12
775,37.537647,126.951755,182.12
776,37.537647,126.952323,182.12
777,37.537647,126.952891,182.12
778,37.537647,126.953459,182.12
779,37.537647,126.954028,182.12
780,37.537647,126.954596,182.12
781,37.537647,126.955164,182.12
782,37.537647,126.955732,182.12
783,37.537647,126.9563,182.12
784,37.537647,126.956869,136.87
785,37.537647,126.957437,136.87
786,37.537647,126.958005,136.87
787,37.537647,126.958573,136.87
788,37.537647,126.959142,136.87
789,37.537647,126.95971,136.87
790,37.537647,126.960278,136.87
791,37.537647,126.960846,136.87
792,37.537647,126.961415,136.87
793,37.537647,126.961983,136.87
794,37.537647,126.962551,182.46
795,37.537647,126.963119,182.46
796,37.537647,126.963688,182.46
797,37.537647,126.964256,182.46
798,37.537647,126.964824,182.46
799,37.537647,126.965392,182.46
800,37.537647,126.965961,182.46
801,37.537647,126.966529,182.46
802,37.537647,126.967097,182.46
803,37.537647,126.967665,182.46
804,37.537647,126.968234,279.67
805,37.537647,126.968802,279.67
806,37.538097,126.944936,88.39
807,37.538097,126.945504,212.79
808,37.538097,126.946072,212.79
809,37.538097,126.94664,212.79
810,37.538097,126.947209,212.79
811,37.538097,126.947777,212.79
812,37.538097,126.948345,212.79
813,37.538097,126.948913,212.79
814,37.538097,126.949482,212.79
815,37.538097,126.95005,212.79
816,37.538097,126.950618,212.79
817,37.538097,126.951186,182.12
818,37.538097,126.951755,182.12
819,37.538097,126.952323,182.12
820,37.538097,126.952891,182.12
821,37.538097,126.953459,182.12
822,37.538097,126.954028,182.12
823,37.538097,126.954596,182.12
824,37.538097,126.955164,182.12
825,37.538097,126.955732,182.12
826,37.538097,126.9563,182.12
827,37.538097,126.956869,136.87
828,37.538097,126.957437,136.87
829,37.538097,126.958005,136.87
830,37.538097,126.958573,136.87
831,37.538097,126.959142,136.87
832,37.538097,126.95971,136.87
833,37.538097,126.960278,136.87
834,37.538097,126.960846,136.87
835,37.538097,126.961415,136.87
836,37.538097,126.961983,136.87
837,37.538097,126.962551,182.46
838,37.538097,126.963119,182.46
839,37.538097,126.963688,182.46
840,37.538097,126.964256,182.46
841,37.538097,126.964824,182.46
842,37.538097,126.965392,182.46
843,37.538097,126.965961,182.46
844,37.538097,126.966529,182.46
845,37.538097,126.967097,182.46
846,37.538097,126.967665,182.46
847,37.538097,126.968234,279.67
848,37.538097,126.968802,279.67
849,37.538548,126.944367,88.39
850,37.538548,126.944936,88.39
851,37.538548,126.945504,212.79
852,37.538548,126.946072,212.79
853,37.538548,126.94664,212.79
854,37.538548,126.947209,212.79
855,37.538548,126.947777,212.79
856,37.538548,126.948345,212.79
857,37.538548,126.948913,212.79
858,37.538548,126.949482,212.79
859,37.538548,126.95005,212.79
860,37.538548,126.950618,212.79
861,37.538548,126.951186,182.12
862,37.538548,126.951755,182.12
863,37.538548,126.952323,182.12
864,37.538548,126.952891,182.12
865,37.538548,126.953459,182.12
866,37.538548,126.954028,182.12
867,37.538548,126.954596,182.12
868,37.538548,126.955164,182.12
869,37.538548,126.955732,182.12
870,37.538548,126.9563,182.12
871,37.538548,126.956869,136.87
872,37.538548,126.957437,136.87
