,격자명,밀집도,center_lat,center_lng,sw_lat,sw_lng,ne_lat,ne_lng
24,다사54005475,151.61,37.592134684600126,126.98035635561958,37.591002016263666,126.97894842706957,37.59326777193077,126.98176449768489
25,다사54254475,2190.21,37.502015315469734,126.9838101444909,37.50088221088705,126.98240369632016,37.5031478942772,126.98521651610423
26,다사54254500,754.01,37.50426843362588,126.98379475090049,37.50313553460323,126.98238814080788,37.505401218126295,126.98520104385965
27,다사54254525,6433.78,37.50652181730749,126.98377935367134,37.50538885745217,126.98237258356335,37.507654541108224,126.98518556989202
28,다사54254550,17115.77,37.508775249066474,126.98376339539159,37.50764217943389,126.98235702458632,37.509907863222935,126.98517009420121
29,다사54254375,73070.28,37.493001750933686,126.98387210457143,37.491868907350494,126.9824659010507,37.49413459020934,126.98527838785668
30,다사54254400,39893.77,37.49525524909578,126.98385639542796,37.49412223453538,126.98245035246543,37.49638791752699,126.98526292250206
31,다사54254425,46178.57,37.497508499999995,126.983841,37.49637556085311,126.98243480214873,37.49864124397753,126.98524745542525
32,다사54254450,5727.16,37.49976175090423,126.98382560457206,37.49862888630368,126.98241925010039,37.500894569560934,126.98523198662603
33,다사54254675,5532.8,37.520041500000005,126.983686,37.518908776333156,126.98227920370712,37.52117446078787,126.98509268989197
34,다사54254725,1046.94,37.524548315446424,126.98365464445405,37.52341540902151,126.98224806322102,37.525681093742804,126.98506171609876
35,다사54254575,0.0,37.511028499999995,126.983748,37.509895500548325,126.98234146387666,37.512161184470436,126.985154616787
36,다사54254600,4703.69,37.51328175093353,126.98373260460842,37.51214882079548,126.98232590143408,37.514414504850706,126.98513913764917
37,다사54254625,1039.11,37.515535,126.98371699999998,37.51440214017536,126.98231033725845,37.5166678243637,126.98512365678754
38,다사54254650,42028.68,37.51778824906648,126.98370139539156,37.51665545868792,126.98229477134952,37.518921143009436,126.98510817420187
39,다사54254075,225.67000000000002,37.46596175090438,126.98405810453505,37.4648289135011,126.98265234909478,37.46709459476991,126.98546383785468
40,다사54254100,1608.21,37.46821524906615,126.98404239546556,37.467082251090325,126.98263682127106,37.46934793249141,126.9854483931506
41,다사54254125,13415.5,37.470468499999996,126.98402700000001,37.469335587812616,126.9826212917183,37.47160126934603,126.98543294672675
42,다사54254150,356.28,37.47272175093386,126.98401160453446,37.471588923667966,126.98260576043636,37.47385460533373,126.98541749858295
43,다사54254050,79.3,37.4637085,126.98407350000001,37.46257557504497,126.98266787518969,37.464841256181536,126.98547928083919
44,다사54254275,5379.38,37.483988433602406,126.98393425090066,37.482855589939874,126.9825280780813,37.48512127226805,126.98534023205725
45,다사54254300,59132.87,37.486241817331134,126.98391885363421,37.48510892059316,126.9825125364198,37.48737460305395,126.9853247735894
46,다사54254325,25647.16,37.48849524906631,126.98390289542859,37.48736225037938,126.98249699302768,37.48962793297281,126.98530931340014
47,다사54254350,39574.85,37.4907485,126.98388749999997,37.4896155792985,126.98248144790472,37.491881262024606,126.9852938514893
48,다사54254175,19711.07,37.47497524909562,126.98399589546493,37.47384225865635,126.982590227425,37.47610794045451,126.98540204871895
49,다사54254200,64440.96,37.4772285663976,126.98398074909935,37.47609559277775,126.98257469268401,37.47836127470836,126.9853865971346
50,다사54254225,46625.8,37.47948168450695,126.98396535547226,37.478348926032155,126.9825591562132,37.48061460809525,126.98537114382965
51,다사54254250,6086.39,37.481735315493054,126.98394964452773,37.48060225841954,126.98254361801237,37.48286794061514,126.98535568880395
52,다사54004150,24440.920000000002,37.47270950000001,126.98118450000001,37.47157651035018,126.97977857587539,37.47384225865635,126.982590227425
53,다사54004175,73328.98,37.474962817331125,126.98116885363422,37.47382984433378,126.97976295799667,37.47609559277775,126.98257469268401
54,다사54004200,154602.92,37.477216182668876,126.9811531463658,37.47608317745032,126.97974733837889,37.478348926032155,126.9825591562132
55,다사54004225,105366.75,37.47946956639759,126.98113774909936,37.4783365096998,126.97973171702185,37.48060225841954,126.98254361801237
56,다사54004100,739.8,37.468202750933855,126.98121560453443,37.46706983978196,126.97980980641643,37.469335587812616,126.9826212917183
57,다사54004125,3900.19,37.47045624909562,126.98119989546497,37.46932317549958,126.97979419201523,37.471588923667966,126.98260576043636
58,다사54004350,56840.57,37.49073606639711,126.9810597490624,37.48960315794067,126.97965358414034,37.491868907350494,126.9824659010507
59,다사54004375,33283.72,37.49298924906631,126.98104389542858,37.4918564849874,126.97963795234337,37.49412223453538,126.98245035246543
60,다사54004400,78094.86,37.49524275090423,126.98102860457205,37.49410981116694,126.97962231880567,37.49637556085311,126.98243480214873
61,다사54004425,896.87,37.497496,126.98101300000002,37.49636313647928,126.97960668352707,37.49862888630368,126.98241925010039
62,다사54004250,65740.35,37.48172275093369,126.98112210457143,37.48058984108221,126.97971609392533,37.482855589939874,126.9825280780813
63,다사54004275,118545.88,37.483976249095775,126.98110639542797,37.48284317159751,126.9797004690891,37.48510892059316,126.9825125364198
64,다사54004300,44160.6,37.48622950000001,126.981091,37.4850965012457,126.97968484251302,37.48736225037938,126.98249699302768
65,다사54004325,203357.21,37.48848268450695,126.98107535547229,37.487349830026766,126.97966921419683,37.4896155792985,126.98248144790472
66,다사53755775,0.0,37.61916175093286,126.97733560475633,37.61802886827977,126.97592706865679,37.62029469261709,126.97874405620125
67,다사53755800,0.0,37.621415,126.97731950000001,37.62028214485309,126.97591125182834,37.62254796933636,126.97872832310402
68,다사53755825,4.04,37.623668249096546,126.97730389524305,37.62253542055813,126.97589543323792,37.62480124518737,126.97871258825415
69,다사53755850,12.440000000000001,37.62592175093286,126.97728860475632,37.624788695394855,126.97587961288536,37.627054520170105,126.97869685165148
70,다사53755675,847.72,37.610148684623375,126.97739885565639,37.609015753303844,126.97599031835531,37.61128157705783,126.97880697106797
71,다사53755700,361.16,37.612402,126.977383,37.61126903335018,126.97597450857258,37.61353485724994,126.97879124497922
72,다사53755725,6590.23,37.61465531537663,126.97736714434362,37.613522312528296,126.9759586970287,37.615788136573855,126.97877551713866
73,다사53755750,3338.96,37.6169085,126.97735149999998,37.615775590838155,126.97594288372353,37.61804141502958,126.97875978754607
74,다사54004000,7.81,37.45918918264521,126.98127764640294,37.45805648824185,126.97987224663865,37.46032223572196,126.982683399556
75,다사54004025,1082.4,37.46144281735478,126.98126235359706,37.46030982742729,126.97985663919005,37.46257557504497,126.98266787518969
76,다사53755875,223.69,37.628175,126.97727249999998,37.627041969363226,126.97586379077043,37.629307794284564,126.97868111329572
77,다사54004950,3117.06,37.54481575093335,126.98068510464539,37.54368276768042,126.97927794016378,37.54594852041708,126.98209225671198
78,다사54004975,22737.83,37.54706899999999,126.98066949999999,37.5459360739095,126.97926226653333,37.548201826785274,126.98207666651567
79,다사54005000,149576.61000000002,37.54932224906665,126.9806538953546,37.548189379270944,126.97924659115726,37.5504551322859,126.98206107458302
80,다사54005025,12401.61,37.551575500000006,126.980638,37.550442683764736,126.97923091403538,37.552708436918905,126.98204548091383
81,다사54004850,2561.81,37.53580256635066,126.98074774909968,37.53466953408817,126.9793406172334,37.5369352862687,126.98215460013785
82,다사54004900,271.44,37.54030893364983,126.9807162509373,37.53917615261945,126.97930928218861,37.54144190507796,126.98212343189638
83,다사54004925,7453.62,37.54256231544643,126.98070064445406,37.541429460583736,126.9792936120488,37.5436952131813,126.98210784517215
84,다사54005150,28947.23,37.562841999999996,126.98055999999998,37.56170919321828,126.97915250223123,37.563974947069134,126.9819674865124
85,다사54005175,125187.12999999999,37.56509531542314,126.98054414441725,37.56396249250579,126.97913681463004,37.566228246496095,126.9819518824196
86,다사54005200,73150.68,37.5673487509332,126.98052860468239,37.56621579092549,126.97912112528154,37.56848154505531,126.98193627658883
87,다사54005225,30545.79,37.569602,126.98051299999999,37.568469088477414,126.9791054341856,37.57073484274677,126.98192066901986
88,다사54005050,4905.82,37.55382875090392,126.980622604646,37.55269598739086,126.97921523516746,37.554961740684284,126.98202988550787
89,다사54005075,11285.93,37.55608224906665,126.98060689535461,37.554949290149295,126.97919955455328,37.55721504358202,126.98201428836495
90,다사54005100,31522.71,37.55833556632722,126.98059124909983,37.55720259204003,126.97918387219264,37.55946834561208,126.98199868948487
91,다사54005125,49762.7,37.56058868457685,126.98057585558276,37.55945589306302,126.97916818808537,37.56172164677446,126.98198308886741
92,다사54004550,382.84,37.508762684530275,126.98093485550909,37.50762975003219,126.9795284810133,37.509895500548325,126.98234146387666
93,다사54004575,1515.84,37.51101606637363,126.98091924906254,37.509883070140866,126.97951283528495,37.51214882079548,126.98232590143408
94,다사54004600,227.34,37.513269182692504,126.98090364632864,37.512136389382235,126.97949718781426,37.51440214017536,126.98231033725845
95,다사54004625,7515.05,37.515522566374116,126.98088824909951,37.51438970775623,126.97948153860101,37.51665545868792,126.98229477134952
96,다사54004450,1041.45,37.49974931546972,126.98099714449089,37.49861646092439,126.97959104650737,37.50088221088705,126.98240369632016
97,다사54004475,5199.26,37.50200268453027,126.9809818555091,37.50086978450225,126.97957540774634,37.50313553460323,126.98238814080788
98,다사54004500,1816.16,37.50425606637363,126.98096624906253,37.50312310721284,126.97955976724379,37.50538885745217,126.98237258356335
99,다사54004525,2305.13,37.506509249066475,126.98095039539159,37.50537642905616,126.9795441249995,37.50764217943389,126.98235702458632
100,다사54004800,1626.07,37.53129581728386,126.98077885370849,37.53016291208671,126.9793719452998,37.532428663989435,126.98218576143803
101,다사54004825,206.32999999999998,37.533549182716136,126.98076314629152,37.53241622352121,126.9793562821388,37.534681975562805,126.98217018165549
102,다사54004650,730.66,37.517775750933524,126.98087260460842,37.516643025262866,126.979465887645,37.518908776333156,126.98227920370712
103,다사54004675,15630.26,37.520029249095934,126.98085689539097,37.5188963419021,126.97945023494607,37.52116209311101,126.98226363433103
104,다사54004700,1806.08,37.5222825,126.98084149999998,37.52114965767392,126.97943458050396,37.52341540902151,126.98224806322102
105,다사54004725,47388.01,37.524535750933524,126.98082560460843,37.52340297257831,126.97941892431848,37.52566872406463,126.98223249037694
106,다사53754625,10171.01,37.51551024906647,126.9780593953916,37.51437720759343,126.97665274168632,37.516643025262866,126.979465887645
107,다사53754650,137920.34,37.517763499999994,126.9780435,37.51663052408866,126.97663700568347,37.5188963419021,126.97945023494607
108,다사53754475,6687.68,37.50199031546974,126.9781531444909,37.50085729040666,126.97674712091403,37.50312310721284,126.97955976724379
109,다사53754500,2443.59,37.50424343362589,126.97813775090049,37.503110612106205,126.97673139542141,37.50537642905616,126.9795441249995
110,다사53754525,1237.87,37.50649675093369,126.97812210457144,37.505363932938415,126.97671566817759,37.50762975003219,126.9795284810133
111,다사53754775,2698.53,37.52902993364983,126.97796525093732,37.52789709355257,126.97655829937864,37.53016291208671,126.9793719452998
112,다사53754825,8686.09,37.53353681728386,126.97793385370848,37.532403715265445,126.97652680458394,37.53466953408817,126.9793406172334
113,다사53754850,5652.68,37.535790000000006,126.97791800000002,37.53465702482052,126.97651105455589,37.53692284378759,126.9793249505834
114,다사53754675,52788.2,37.52001675090407,126.97802810460901,37.518883839716416,126.97662126792818,37.52114965767392,126.97943458050396
115,다사53754700,505.82,37.52227,126.97801249999999,37.521137154476705,126.97660552842025,37.52340297257831,126.97941892431848
116,다사53754725,1081.88,37.524523249066476,126.97799639539157,37.523390468369506,126.97658978715951,37.52565628661525,126.97940326638944
117,다사53754175,1252.35,37.47495024906614,126.97834139546556,37.473817362366134,126.97693569030741,37.47608317745032,126.97974733837889
118,다사53754200,72288.14,37.47720381733113,126.97832585363423,37.47607069447234,126.97691998581304,37.4783365096998,126.97973171702185
119,다사53754225,51940.96,37.4794569336029,126.97831025093762,37.478324025711444,126.97690427956995,37.48058984108221,126.97971609392533
120,다사53754250,48294.88,37.48171024906613,126.97829439546554,37.48057735608339,126.97688857157794,37.48284317159751,126.9797004690891
121,다사53754075,153.47,37.465937000000004,126.97840400000003,37.464804025270475,126.97699849080178,37.46706983978196,126.97980980641643
122,다사53754100,9088.07,37.46819024906613,126.97838839546556,37.46705736084497,126.97698279330025,37.46932317549958,126.97979419201523
123,다사53754125,607.11,37.47044381733112,126.9783728536342,37.46931069555243,126.97696709405082,37.47157651035018,126.97977857587539
124,다사53754150,118400.74,37.47269693360289,126.97835725093762,37.47156402939282,126.97695139305327,37.47382984433378,126.97976295799667
125,다사53754375,65007.8,37.492976750933686,126.97821610457143,37.49184399493542,126.9768100053767,37.49410981116694,126.97962231880567
126,다사53754400,391.05,37.49523024909577,126.97820039542796,37.49409732010415,126.9767942868868,37.49636313647928,126.97960668352707
127,다사53754425,52.56,37.4974835,126.97818499999998,37.49635064440561,126.97677856664653,37.49861646092439,126.97959104650737
128,다사53754450,1943.99,37.499736750933685,126.97816910457144,37.498603967839784,126.97676284465567,37.50086978450225,126.97957540774634
129,다사53754275,2302.67,37.48396381733113,126.97827885363421,37.48283068558818,126.9768728618368,37.4850965012457,126.97968484251302
130,다사53754300,68088.9,37.48621699999999,126.97826300000001,37.4850840142258,126.9768571503463,37.487349830026766,126.97966921419683
131,다사53754325,2791.7599999999998,37.48847024909577,126.97824739542796,37.487337341996216,126.97684143710624,37.48960315794067,126.97965358414034
132,다사53754350,99780.53,37.4907235,126.978232,37.48959066889943,126.97682572211644,37.4918564849874,126.97963795234337
133,다사53755375,2903.58,37.583109315399874,126.9775876443804,37.581976325032926,126.97617989845656,37.58424214704096,126.97899554756731
134,다사53755400,10598.94,37.5853625,126.977572,37.58422961549654,126.97616410979106,37.58649543764982,126.97897984248412
135,다사53755425,3085.73,37.58761568460012,126.97755635561957,37.58648290509213,126.9761483193669,37.58874872739074,126.97896413565161
136,다사53755275,1236.53,37.574096,126.97765049999998,37.572963154498815,126.97624303553648,37.5752289759262,126.97905835041082
137,다사53755300,4547.39,37.576349315399874,126.97763464438043,37.57521644843427,126.9762272539034,37.57748227000674,126.9790426523229
138,다사53755325,7049.89,37.57860268460013,126.97761935561958,37.57746974150177,126.97621147051252,37.57973556321939,126.97902695248649
139,다사53755350,2485.31,37.580856,126.97760350000001,37.579723033701335,126.97619568536366,37.581988855564134,126.97901125090137
140,다사53755575,314.87,37.6011355,126.977462,37.60000262443661,126.97605353987925,37.60226844760793,126.97886985790907
141,다사53755650,194.76,37.607895315376624,126.9774141443436,37.60676247238929,126.97600612637713,37.60902829599757,126.97882269540514
142,다사53755525,156.37,37.596629,126.977493,37.59549605479413,126.9760851400799,37.59776187767438,126.97890129082417
143,다사53754975,12720.21,37.5470565,126.9778395,37.54592355958151,126.97643227810032,37.548189379270944,126.97924659115726
144,다사53755000,31014.37,37.54930975093336,126.97782410464539,37.54817686393069,126.9764165175447,37.550442683764736,126.97923091403538
145,다사53755025,53382.58,37.551563,126.97780800000001,37.55043016741218,126.97640075523378,37.55269598739086,126.97921523516746
146,다사53755050,52641.38,37.55381631542314,126.97779214441726,37.55268347002593,126.97638499116732,37.554949290149295,126.97919955455328
147,다사53754875,2864.76,37.53804318271614,126.9779021462915,37.53691033350799,126.97649530277377,37.53917615261945,126.97930928218861
148,다사53754900,0.0,37.540296566350655,126.97788674909968,37.53916364132784,126.97647954923735,37.541429460583736,126.9792936120488
149,다사53754925,840.18,37.542549750933354,126.9778711046454,37.541416948280066,126.97646379394645,37.54368276768042,126.97927794016378
150,다사53754950,4589.2300000000005,37.544803249066646,126.97785489535461,37.54367025436462,126.97644803690083,37.5459360739095,126.97926226653333
151,다사53755175,29608.5,37.56508275093319,126.97771360468238,37.5639499700781,126.97630614449493,37.56621579092549,126.97912112528154
152,다사53755200,8648.36,37.567336182739744,126.97769764625437,37.566203267485086,126.97629036989098,37.568469088477414,126.9791054341856
153,다사53755225,26109.69,37.569589566327224,126.97768224909984,37.5684565640242,126.97627459353006,37.57072238516152,126.97908974134195
154,다사53755250,157310.94,37.571842750933186,126.97766660468236,37.57070985969546,126.97625881541197,37.57297568097778,126.97907404675045
155,다사53755075,10075.91,37.55606975093319,126.97777660468238,37.55493677177193,126.97636922534514,37.55720259204003,126.97918387219264
156,다사53755100,50843.6,37.55832293367326,126.97776075093712,37.55719007265017,126.976353457767,37.55945589306302,126.97916818808537
157,다사53755125,33278.04,37.56057631542315,126.97774514441724,37.559443372660624,126.97633768843272,37.56170919321828,126.97915250223123
158,다사53755150,24006.71,37.5628295,126.97772949999998,37.56169667180326,126.97632191734209,37.56396249250579,126.97913681463004
159,다사53504975,15193.26,37.54704406632674,126.97500924906285,37.545910977433216,126.97360229142242,37.54817686393069,126.9764165175447
160,다사53505000,35385.04,37.54929718273975,126.97499364625436,37.54816428076466,126.97358644568746,37.55043016741218,126.97640075523378
161,다사53505025,24448.44,37.551550500000005,126.97497800000001,37.55041758322836,126.97357059818769,37.55268347002593,126.97638499116732
162,다사53505050,14150.56,37.55380375093336,126.9749621046454,37.552670884824245,126.97355474892292,37.55493677177193,126.97636922534514
163,다사53504875,10964.15,37.53803081728386,126.97507285370853,37.53689775543004,126.9736656567184,37.53916364132784,126.97647954923735
164,다사53504900,6317.58,37.540284,126.97505699999999,37.539151062232385,126.97364981804057,37.541416948280066,126.97646379394645
165,다사53504925,25289.93,37.54253724906664,126.97504089535461,37.54140436816704,126.97363397759878,37.54367025436462,126.97644803690083
166,다사53504950,5004.01,37.54479075093336,126.97502510464541,37.543657673234,126.9736181353928,37.54592355958151,126.97643227810032
167,다사53505175,1653.64,37.56507018273975,126.97488264625436,37.563937379786225,126.97347547611659,37.566203267485086,126.97629036989098
168,다사53505200,4326.61,37.56732381726026,126.97486735374564,37.566190676175,126.97345961625736,37.5684565640242,126.97627459353006
169,다사53505225,46747.7,37.569577,126.97485150000001,37.56844397169585,126.9734437546317,37.57070985969546,126.97625881541197
170,다사53505250,44225.99,37.57183024906681,126.97483539531764,37.57069726634876,126.97342789123934,37.572963154498815,126.97624303553648
171,다사53505075,13236.41,37.556057,126.974946,37.55492418555234,126.97353889789291,37.55719007265017,126.976353457767
172,다사53505100,18337.74,37.55831031542314,126.97493014441726,37.5571774854126,126.9735230450975,37.559443372660624,126.97633768843272
173,다사53505125,12368.699999999999,37.5605637509332,126.97491460468238,37.55943078440501,126.97350719053644,37.56169667180326,126.97632191734209
174,다사53505150,17219.670000000002,37.562817,126.9748985,37.56168408252956,126.97349133420953,37.5639499700781,126.97630614449493
175,다사53504625,1544.24,37.51549775093352,126.97523060460841,37.5143646396871,126.97382394652385,37.51663052408866,126.97663700568347
176,다사53504650,109.97,37.517751,126.97521449999999,37.51661795516544,126.97380812547433,37.518883839716416,126.97662126792818
177,다사53504475,1118.61,37.50197775093369,126.97532510457143,37.50084472860041,126.9739188358327,37.503110612106205,126.97673139542141
178,다사53504500,11320.82,37.50423106637363,126.97530924906255,37.50309804928342,126.97390302535024,37.505363932938415,126.97671566817759
179,다사53504525,2198.43,37.506484249066474,126.97529339539159,37.505351369099046,126.9738872131071,37.50761725290326,126.9766999391824
180,다사53504775,227.96,37.52901756635066,126.97513574909968,37.52788451954399,126.97372899379415,37.53015040484278,126.97654255285812
181,다사53504800,237.60999999999999,37.53127075093335,126.97512010464541,37.53013782981695,126.97371316217014,37.532403715265445,126.97652680458394
182,다사53504825,29405.34,37.533524,126.975104,37.53239113922229,126.97369732878298,37.53465702482052,126.97651105455589
183,다사53504850,1138.33,37.53577718271613,126.97508814629148,37.534644447759995,126.97368149363245,37.53691033350799,126.97649530277377
184,다사53504675,3972.3500000000004,37.52000431544643,126.97519864445405,37.51887126977625,126.97379230266293,37.521137154476705,126.97660552842025
185,다사53504700,11320.880000000001,37.52225743364934,126.97518325090034,37.52112458351952,126.9737764780894,37.523390468369506,126.97658978715951
186,다사53504725,19.3,37.52451075093353,126.97516760460843,37.52337789639525,126.9737606517536,37.52564378139481,126.97657404414569
187,다사53504750,8464.53,37.526764249066474,126.97515139539158,37.52563120840341,126.97374482365522,37.52789709355257,126.97655829937864
188,다사53505775,0.0,37.619149249067135,126.97450239524368,37.61801625353395,126.97309435152928,37.62028214485309,126.97591125182834
189,다사53505675,1135.29,37.61013606627989,126.97456624906317,37.60900314263611,126.97315794306637,37.61126903335018,126.97597450857258
190,다사53505700,486.37,37.61238924906714,126.97455039524365,37.611256421663015,126.97314204783827,37.613522312528296,126.9759586970287
191,다사53505725,383.21000000000004,37.614642750932866,126.97453460475634,37.61350969982165,126.97312615083952,37.615775590838155,126.97594288372353
192,다사53505750,185.24,37.616896,126.97451850000002,37.61576297711195,126.97311025206992,37.61802886827977,126.97592706865679
193,다사53505875,9142.880000000001,37.628162249067145,126.97443939524366,37.627029350538365,126.97303073165199,37.62929524246327,126.97584796689293
194,다사53505375,4321.6,37.58309675093319,126.9747566046824,37.581963726593614,126.97334854777019,37.58422961549654,126.97616410979106
195,다사53505400,2480.23,37.58535,126.97474049999998,37.58421701603852,126.97333267377343,37.58648290509213,126.9761483193669
196,다사53505425,2285.19,37.58760331539988,126.97472464438044,37.58647030461536,126.97331679800853,37.58873619381971,126.97613252718392
197,다사53505275,22958.74,37.57408349999999,126.9748195,37.57295056013371,126.97341202608011,37.57521644843427,126.9762272539034
198,다사53505300,2904.12,37.57633675093319,126.97480360468238,37.5752038530507,126.9733961591538,37.57746974150177,126.97621147051252
199,다사53505325,782.6999999999999,37.57859006630331,126.97478774906303,37.577457145099686,126.97338029046016,37.579723033701335,126.97619568536366
200,다사53505350,2508.32,37.58084318276334,126.97477214621723,37.57971043628066,126.97336441999904,37.581976325032926,126.97617989845656
201,다사53505575,434.44,37.601123,126.97463000000002,37.59999001784598,126.97322150627667,37.60225590795566,126.97603773713891
202,다사53505650,66588.13,37.60788275093302,126.97458210471935,37.60674986274093,126.97317383652407,37.609015753303844,126.97599031835531
203,다사53505500,7383.27,37.594363,126.974677,37.59323016513729,126.97326916010296,37.59549605479413,126.9760851400799
204,다사53505525,298.06,37.596616249066976,126.97466089528065,37.595483450241694,126.97325327726344,37.59774934004942,126.97606934085951
205,다사53505550,508.13,37.598869750903596,126.97464560471998,37.59773673447792,126.97323739265474,37.60000262443661,126.97605353987925
206,다사53255375,5712.849999999999,37.583084,126.97192499999998,37.58195106024633,126.97051719885174,37.58421701603852,126.97333267377343
207,다사53255400,523.09,37.58533724906697,126.97190889528062,37.58420434866704,126.97050123952393,37.58647030461536,126.97331679800853
208,다사53255425,569.88,37.587590750933025,126.97189310471934,37.58645763621962,126.97048527841848,37.58872359232411,126.97330092047528
209,다사53255450,2949.37,37.58984399999999,126.971877,37.588710922904056,126.97046931553518,37.59097687916476,126.97328504117348
210,다사53255275,25268.22,37.574071,126.9719885,37.57293789788258,126.97058101839083,37.5752038530507,126.9733961591538
211,다사53255300,41241.03,37.57632400000001,126.97197249999998,37.57519118977562,126.97056506617147,37.577457145099686,126.97338029046016
212,다사53255325,32058.62,37.57857724906681,126.97195639531762,37.5774444808006,126.9705491121753,37.57971043628066,126.97336441999904
213,다사53255350,39995.03,37.58083081723667,126.97194085378277,37.57969777095751,126.97053315640214,37.581963726593614,126.97334854777019
214,다사53255575,32.81,37.601110182786904,126.9717976461801,37.59997734330345,126.9703894744437,37.60224330034585,126.97320561812901
215,다사53255625,423.06,37.605616999999995,126.971766,37.60448390538556,126.97035752555483,37.60674986274093,126.97317383652407
216,다사53255650,1132.86,37.60787,126.97175000000001,37.606737185124175,126.97034154844123,37.60900314263611,126.97315794306637
217,다사53255500,0.0,37.594350249066984,126.97184489528065,37.59321749366844,126.97043738443422,37.595483450241694,126.97325327726344
218,다사53255525,753.68,37.59660375093302,126.97182910471938,37.595470777748325,126.97042141621614,37.59773673447792,126.97323739265474
219,다사53255550,1064.97,37.59885706627989,126.97181324906315,37.59772406096001,126.97040544621935,37.59999001784598,126.97322150627667
220,다사53254975,32359.04,37.54703124906664,126.9721788953546,37.54589832746475,126.9707723065091,37.54816428076466,126.97358644568746
221,다사53255000,16444.15,37.54928481726025,126.97216335374564,37.54815162977298,126.97075637559502,37.55041758322836,126.97357059818769
222,다사53255025,78709.72,37.55153793367326,126.97214775093715,37.55040493121338,126.9707404429066,37.552670884824245,126.97355474892292
223,다사53255050,50817.229999999996,37.55379124906665,126.97213189535461,37.552658231785934,126.97072450844372,37.55492418555234,126.97353889789291
224,다사53254875,230.69,37.538018,126.972243,37.53688510955385,126.9708360124268,37.539151062232385,126.97364981804057
225,다사53254900,28758.92,37.54027124906665,126.97222689535462,37.53913841533323,126.97082008860777,37.54140436816704,126.97363397759878
226,다사53254925,1318.51,37.54252475093335,126.97221110464538,37.541391720244846,126.97080416301527,37.543657673234,126.9736181353928
227,다사53254950,40065.42,37.544778,126.97219500000001,37.54364502428869,126.97078823564912,37.545910977433216,126.97360229142242
228,다사53255175,12044.96,37.565057817260254,126.97205235374564,37.5639247216303,126.97064480950449,37.566190676175,126.97345961625736
229,다사53255200,993.08,37.567311000000004,126.97203650000002,37.56617801699536,126.97062886439024,37.56844397169585,126.9734437546317
